date,Open,High,Low,Close,Volume
2024-12-30,140.9683,140.9683,138.3998,138.4986,2936608.0
2024-12-31,137.3132,138.8938,136.7205,136.7205,1694756.0
2025-01-02,134.2508,138.4986,134.152,135.7326,4352311.0
2025-01-03,136.2265,137.0168,132.769,134.8435,6064677.0
2025-01-06,135.3374,136.918,134.5472,135.6338,2287004.0
2025-01-07,134.152,135.8314,132.769,135.8314,6301309.0
2025-01-08,137.2144,140.178,135.7326,139.8816,7802045.0
2025-01-09,146.1052,146.7967,140.9683,142.944,10528621.0
2025-01-10,144.5246,146.204,142.944,144.9197,10957653.0
2025-01-13,144.9197,150.1554,144.1294,146.7967,15067325.0
2025-01-14,145.71,148.476,143.4379,146.9942,11499450.0
2025-01-15,147.1918,153.5142,146.6979,152.9214,13579043.0
2025-01-16,159.5401,159.5401,154.3044,155.0947,10867855.0
2025-01-17,154.4032,154.4032,150.0566,151.9336,7544319.0
2025-01-20,152.8226,155.7862,150.9457,153.8105,6933630.0
2025-01-21,154.6008,156.7741,152.1311,155.4899,4465066.0
2025-01-22,154.3044,154.7984,151.4396,152.9214,5641743.0
2025-01-23,155.9838,156.5765,151.4396,154.6996,6658593.0
2025-01-24,155.0947,158.2559,153.3166,156.4777,6535204.0
2025-01-27,158.651,159.2438,155.7862,156.379,4516011.0
2025-01-28,158.3547,160.3304,157.1693,159.0462,3836508.0
2025-02-03,155.885,159.145,152.8226,158.5523,7030524.0
2025-02-04,160.528,161.8122,153.6129,156.8729,7858380.0
2025-02-05,156.8729,157.9595,154.7984,156.6753,6679182.0
2025-02-06,156.379,159.0462,155.4899,159.0462,4654063.0
2025-02-07,157.6632,160.9231,156.9717,160.9231,7670277.0
2025-02-10,162.8989,167.5418,161.0219,163.9855,7822704.0
2025-02-11,161.1207,163.3928,159.4413,160.0341,8579650.0
2025-02-12,161.0219,164.9734,159.7377,164.2819,8319094.0
2025-02-13,168.4309,170.8018,161.4171,161.6146,14105821.0
2025-02-14,161.6146,163.6892,156.1814,163.294,14902036.0
2025-02-17,156.8729,162.3061,156.1814,158.8486,9198364.0
2025-02-18,158.2559,165.4673,157.1693,163.4916,8631875.0
2025-02-19,161.911,162.2074,159.4413,160.528,5253160.0
2025-02-20,160.2316,160.7256,155.5887,156.1814,6564322.0
2025-02-21,156.1814,158.0583,151.2421,158.0583,15217367.0
2025-02-24,158.0583,158.0583,153.5142,155.4899,10178172.0
2025-02-25,152.3287,155.2923,151.3408,152.6251,9116921.0
2025-02-26,154.6008,159.145,154.6008,157.762,8307444.0
2025-02-27,154.1069,156.9717,153.6129,154.6008,7671335.0
2025-02-28,155.2923,156.7741,151.6372,152.9214,11785521.0
2025-03-03,152.5263,155.5887,149.9578,151.1433,6953142.0
2025-03-04,149.2663,155.1935,147.587,154.502,7025336.0
2025-03-05,155.7,158.5,154.0,158.0,5032578.0
2025-03-06,159.7,164.6,158.4,164.3,7588908.0
2025-03-07,162.3,165.8,160.1,161.6,11925725.0
2025-03-10,160.2,163.4,159.5,161.8,10828681.0
2025-03-11,161.3,164.1,156.3,163.8,6720457.0
2025-03-12,163.9,166.1,161.6,163.0,6306770.0
2025-03-13,162.7,163.5,159.7,161.0,4759937.0
2025-03-14,161.0,163.2,159.1,161.4,4490257.0
2025-03-17,162.6,163.2,156.3,157.0,7101968.0
2025-03-18,158.2,159.5,156.7,159.5,6361971.0
2025-03-19,156.3,161.0,156.0,160.2,6040521.0
2025-03-20,160.3,160.3,155.9,156.7,5602934.0
2025-03-21,156.0,156.1,151.2,151.9,7816314.0
2025-03-24,152.3,157.7,152.0,156.6,5898773.0
2025-03-25,156.6,157.8,153.6,154.0,4050828.0
2025-03-26,155.2,157.2,154.5,156.5,2986319.0
2025-03-27,158.5,159.3,155.7,157.0,2977910.0
2025-03-28,158.9,160.8,157.2,157.6,3822083.0
